age,sex,education,education-num,marital-status,workclass,occupation,hours-per-week,income,label
40,Male,Assoc-acdm,12,Never-married,Local-gov,Prof-specialty,40,>50K,1
33,Male,Bachelors,13,Married,Private,Exec-managerial,40,<=50K,0
21,Male,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
27,Female,Masters,14,Never-married,Private,Machine-op-inspct,40,<=50K,0
39,Female,7th-8th,4,Married-spouse-absent,Private,Machine-op-inspct,40,<=50K,0
37,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
28,Female,10th,6,Divorced,Private,Other-service,40,<=50K,0
18,Male,Some-college,10,Never-married,Private,Transport-moving,30,<=50K,0
45,Male,Bachelors,13,Married,Local-gov,Prof-specialty,40,<=50K,0
64,Male,7th-8th,4,Married,Self-emp,Craft-repair,70,<=50K,0
40,Female,Assoc-voc,11,Never-married,Private,Prof-specialty,24,<=50K,0
26,Female,5th-6th,3,Never-married,Private,Handlers-cleaners,40,<=50K,0
65,Male,11th,7,Divorced,Private,Handlers-cleaners,24,<=50K,0
44,Male,Bachelors,13,Married,Private,Prof-specialty,50,>50K,1
52,Male,HS-grad,9,Widowed,Private,Transport-moving,40,<=50K,0
18,Male,HS-grad,9,Never-married,Private,Prof-specialty,30,<=50K,0
30,Male,HS-grad,9,Never-married,Private,Protective-serv,70,<=50K,0
25,Male,Some-college,10,Married,Private,Sales,25,<=50K,0
50,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
28,Male,Assoc-voc,11,Married,Private,Machine-op-inspct,40,<=50K,0
29,Male,HS-grad,9,Married,Private,Transport-moving,40,<=50K,0
28,Male,Some-college,10,Never-married,Private,Sales,55,<=50K,0
35,Female,Doctorate,16,Never-married,Private,Prof-specialty,80,>50K,1
29,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
46,Male,Assoc-voc,11,Married,Self-emp,Farming-fishing,48,>50K,1
21,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,45,<=50K,0
41,Male,Masters,14,Married,Local-gov,Prof-specialty,40,>50K,1
21,Female,Some-college,10,Never-married,Private,Adm-clerical,20,<=50K,0
38,Female,Some-college,10,Divorced,Private,Machine-op-inspct,28,<=50K,0
47,Female,HS-grad,9,Married,Private,Machine-op-inspct,40,>50K,1
20,Male,5th-6th,3,Married-spouse-absent,Private,Farming-fishing,40,<=50K,0
23,Male,HS-grad,9,Married,State-gov,Exec-managerial,40,<=50K,0
28,Male,Assoc-acdm,12,Never-married,Private,Machine-op-inspct,40,<=50K,0
53,Male,Bachelors,13,Divorced,Private,Exec-managerial,50,<=50K,0
30,Male,Prof-school,15,Married,Private,Prof-specialty,60,>50K,1
26,Male,12th,8,Never-married,Private,Craft-repair,48,<=50K,0
43,Male,Bachelors,13,Married,Private,Sales,45,>50K,1
39,Male,Masters,14,Never-married,Private,Sales,45,>50K,1
43,Male,Bachelors,13,Married,Federal-gov,Prof-specialty,40,<=50K,0
33,Male,Some-college,10,Married,Private,Exec-managerial,50,>50K,1
34,Male,Prof-school,15,Married,Self-emp,Prof-specialty,40,>50K,1
49,Male,Prof-school,15,Married,Private,Sales,40,>50K,1
29,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
53,Male,Assoc-voc,11,Married,Self-emp,Farming-fishing,75,>50K,1
34,Female,11th,7,Divorced,Private,Other-service,70,<=50K,0
64,Male,Assoc-acdm,12,Married,Self-emp,Sales,50,>50K,1
24,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
48,Male,9th,5,Married,Private,Craft-repair,40,<=50K,0
44,Female,HS-grad,9,Widowed,Private,Other-service,40,<=50K,0
57,Male,Masters,14,Married,Local-gov,Exec-managerial,40,>50K,1
52,Male,Bachelors,13,Married,Private,Prof-specialty,52,>50K,1
52,Female,Some-college,10,Widowed,Local-gov,Adm-clerical,24,<=50K,0
24,Male,HS-grad,9,Never-married,Private,Exec-managerial,50,<=50K,0
35,Male,Bachelors,13,Married,Private,Exec-managerial,60,>50K,1
33,Male,HS-grad,9,Married,Private,Craft-repair,35,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
30,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
23,Male,HS-grad,9,Never-married,State-gov,Protective-serv,40,<=50K,0
37,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
50,Female,Assoc-acdm,12,Married,Private,Exec-managerial,40,>50K,1
27,Female,Bachelors,13,Never-married,Self-emp,Prof-specialty,30,<=50K,0
42,Female,Bachelors,13,Divorced,Local-gov,Prof-specialty,30,<=50K,0
19,Female,HS-grad,9,Never-married,Private,Adm-clerical,35,<=50K,0
28,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
26,Male,Assoc-voc,11,Never-married,Private,Craft-repair,48,<=50K,0
52,Male,Prof-school,15,Married,Self-emp,Prof-specialty,65,>50K,1
27,Female,Masters,14,Never-married,Private,Adm-clerical,46,<=50K,0
44,Female,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
35,Female,Assoc-acdm,12,Never-married,Private,Adm-clerical,35,<=50K,0
35,Male,Some-college,10,Divorced,Self-emp,Craft-repair,40,<=50K,0
20,Female,Some-college,10,Never-married,Private,Sales,50,<=50K,0
43,Male,Bachelors,13,Married,Local-gov,Prof-specialty,55,>50K,1
60,Female,10th,6,Widowed,Private,Sales,40,<=50K,0
23,Male,Some-college,10,Never-married,Private,Sales,40,<=50K,0
61,Male,HS-grad,9,Married,Private,Craft-repair,40,<=50K,0
50,Male,Some-college,10,Married,Private,Craft-repair,40,>50K,1
19,Male,Some-college,10,Never-married,Private,Adm-clerical,50,<=50K,0
55,Male,7th-8th,4,Married,Self-emp,Sales,80,<=50K,0
40,Male,Masters,14,Married,Self-emp,Exec-managerial,50,>50K,1
50,Female,Some-college,10,Widowed,Local-gov,Adm-clerical,40,<=50K,0
35,Female,HS-grad,9,Divorced,Private,Transport-moving,60,>50K,1
19,Male,12th,8,Never-married,Private,Machine-op-inspct,40,<=50K,0
47,Female,Doctorate,16,Divorced,Private,Prof-specialty,29,<=50K,0
36,Male,Some-college,10,Married,Private,Craft-repair,44,>50K,1
38,Male,HS-grad,9,Married,Private,Machine-op-inspct,48,>50K,1
37,Male,Bachelors,13,Married,Self-emp,Tech-support,40,>50K,1
42,Female,Bachelors,13,Divorced,Private,Exec-managerial,55,>50K,1
31,Female,Prof-school,15,Married,Private,Prof-specialty,60,>50K,1
30,Female,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
36,Female,Some-college,10,Never-married,Private,Adm-clerical,35,<=50K,0
29,Female,7th-8th,4,Married,Private,Other-service,40,<=50K,0
24,Male,Some-college,10,Never-married,Private,Exec-managerial,40,<=50K,0
54,Female,HS-grad,9,Married,Private,Other-service,35,<=50K,0
41,Male,Bachelors,13,Married,Private,Craft-repair,40,>50K,1
26,Female,Some-college,10,Never-married,Private,Other-service,24,<=50K,0
39,Male,Bachelors,13,Married,State-gov,Exec-managerial,40,<=50K,0
26,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
26,Female,Some-college,10,Never-married,Private,Farming-fishing,38,<=50K,0
24,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
20,Male,Some-college,10,Never-married,Private,Other-service,35,<=50K,0
65,Male,Masters,14,Married,Self-emp,Prof-specialty,39,>50K,1
40,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
34,Female,9th,5,Divorced,Private,Other-service,40,<=50K,0
20,Female,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
59,Female,Masters,14,Divorced,Private,Exec-managerial,45,>50K,1
21,Male,HS-grad,9,Never-married,Private,Craft-repair,48,<=50K,0
19,Female,Some-college,10,Divorced,Private,Adm-clerical,20,<=50K,0
28,Male,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
29,Female,HS-grad,9,Divorced,Private,Craft-repair,50,<=50K,0
53,Male,Some-college,10,Married,Self-emp,Farming-fishing,60,<=50K,0
30,Male,Assoc-acdm,12,Never-married,Self-emp,Craft-repair,40,<=50K,0
37,Female,11th,7,Separated,Private,Other-service,40,<=50K,0
60,Male,Some-college,10,Married,Self-emp,Craft-repair,20,<=50K,0
23,Male,HS-grad,9,Never-married,Private,Adm-clerical,30,<=50K,0
41,Male,11th,7,Married,Private,Craft-repair,40,<=50K,0
56,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
45,Male,Assoc-voc,11,Married,Private,Exec-managerial,50,>50K,1
37,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
45,Male,Masters,14,Married,Private,Sales,50,>50K,1
44,Male,Some-college,10,Divorced,Private,Craft-repair,40,<=50K,0
23,Female,Some-college,10,Never-married,Private,Other-service,20,<=50K,0
26,Male,Bachelors,13,Never-married,Private,Craft-repair,50,<=50K,0
35,Male,Assoc-acdm,12,Married,Private,Exec-managerial,50,>50K,1
54,Female,HS-grad,9,Widowed,Local-gov,Other-service,40,<=50K,0
35,Female,12th,8,Separated,Private,Machine-op-inspct,40,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
40,Female,Bachelors,13,Never-married,Private,Prof-specialty,45,<=50K,0
41,Female,HS-grad,9,Separated,Local-gov,Other-service,40,<=50K,0
26,Female,Bachelors,13,Married,Private,Exec-managerial,45,>50K,1
33,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
19,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
22,Male,Assoc-voc,11,Never-married,Private,Exec-managerial,40,<=50K,0
28,Female,Bachelors,13,Married,Private,Other-service,35,<=50K,0
43,Male,Bachelors,13,Married,Private,Adm-clerical,40,>50K,1
24,Male,Assoc-acdm,12,Never-married,Private,Handlers-cleaners,30,<=50K,0
33,Male,Some-college,10,Married,Private,Transport-moving,41,<=50K,0
33,Male,Bachelors,13,Married,Private,Prof-specialty,75,>50K,1
55,Male,10th,6,Married,Private,Craft-repair,40,<=50K,0
43,Male,HS-grad,9,Divorced,Private,Adm-clerical,38,<=50K,0
23,Female,Bachelors,13,Never-married,State-gov,Prof-specialty,40,<=50K,0
35,Male,HS-grad,9,Never-married,Federal-gov,Adm-clerical,40,<=50K,0
45,Male,Doctorate,16,Never-married,Private,Prof-specialty,30,>50K,1
33,Male,Doctorate,16,Never-married,State-gov,Prof-specialty,40,<=50K,0
52,Female,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
46,Female,Some-college,10,Separated,Private,Adm-clerical,40,<=50K,0
23,Female,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
41,Male,Bachelors,13,Married,Private,Adm-clerical,35,>50K,1
51,Male,9th,5,Married,Private,Farming-fishing,40,<=50K,0
23,Female,11th,7,Never-married,Private,Other-service,24,<=50K,0
38,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
26,Female,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
22,Female,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
38,Male,Doctorate,16,Married,State-gov,Prof-specialty,40,>50K,1
49,Male,Masters,14,Married,Private,Prof-specialty,42,>50K,1
32,Female,Assoc-voc,11,Divorced,Private,Other-service,40,<=50K,0
32,Male,Assoc-acdm,12,Never-married,Private,Machine-op-inspct,48,<=50K,0
18,Male,10th,6,Never-married,Local-gov,Other-service,25,<=50K,0
23,Male,HS-grad,9,Never-married,Private,Sales,30,<=50K,0
46,Male,Bachelors,13,Married,Private,Prof-specialty,50,>50K,1
30,Female,HS-grad,9,Never-married,Private,Adm-clerical,30,<=50K,0
19,Female,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
21,Male,7th-8th,4,Never-married,Private,Farming-fishing,36,<=50K,0
57,Male,Some-college,10,Divorced,Federal-gov,Prof-specialty,48,>50K,1
30,Male,HS-grad,9,Never-married,Self-emp,Craft-repair,45,<=50K,0
40,Male,Bachelors,13,Married,State-gov,Adm-clerical,45,>50K,1
44,Male,5th-6th,3,Married,Self-emp,Farming-fishing,40,<=50K,0
44,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
19,Female,Some-college,10,Never-married,Local-gov,Prof-specialty,30,<=50K,0
23,Male,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
42,Male,Bachelors,13,Married,Private,Tech-support,50,>50K,1
48,Male,Bachelors,13,Married,Self-emp,Exec-managerial,50,>50K,1
61,Female,Bachelors,13,Separated,Self-emp,Sales,30,<=50K,0
41,Male,HS-grad,9,Married,Federal-gov,Adm-clerical,40,>50K,1
38,Female,Prof-school,15,Never-married,Private,Prof-specialty,50,>50K,1
41,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
20,Female,HS-grad,9,Never-married,Federal-gov,Other-service,25,<=50K,0
21,Male,12th,8,Married,Private,Craft-repair,40,<=50K,0
26,Male,Bachelors,13,Never-married,Private,Sales,42,<=50K,0
35,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
35,Male,HS-grad,9,Never-married,Self-emp,Craft-repair,40,<=50K,0
81,Male,7th-8th,4,Married,Self-emp,Farming-fishing,21,<=50K,0
33,Female,Bachelors,13,Never-married,Private,Adm-clerical,50,<=50K,0
40,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
25,Male,Some-college,10,Never-married,Private,Handlers-cleaners,40,<=50K,0
36,Male,Doctorate,16,Married,Local-gov,Prof-specialty,50,>50K,1
29,Female,Bachelors,13,Divorced,Private,Tech-support,40,<=50K,0
23,Male,Assoc-voc,11,Married,Private,Handlers-cleaners,40,<=50K,0
24,Male,Some-college,10,Divorced,Private,Sales,40,<=50K,0
24,Female,HS-grad,9,Divorced,Private,Protective-serv,40,<=50K,0
68,Male,9th,5,Married,Private,Craft-repair,24,<=50K,0
30,Male,HS-grad,9,Divorced,Private,Farming-fishing,40,<=50K,0
49,Male,Masters,14,Married,Private,Sales,45,<=50K,0
50,Female,Doctorate,16,Divorced,Self-emp,Prof-specialty,60,>50K,1
41,Male,HS-grad,9,Married,Federal-gov,Transport-moving,40,>50K,1
40,Male,10th,6,Separated,Private,Transport-moving,35,<=50K,0
35,Male,HS-grad,9,Separated,Private,Transport-moving,50,<=50K,0
27,Male,HS-grad,9,Never-married,Self-emp,Craft-repair,50,<=50K,0
25,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
23,Male,Some-college,10,Never-married,Private,Other-service,20,<=50K,0
30,Male,HS-grad,9,Married,Private,Craft-repair,35,<=50K,0
31,Female,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
35,Female,HS-grad,9,Divorced,Private,Exec-managerial,40,<=50K,0
47,Male,Bachelors,13,Married,Private,Farming-fishing,65,<=50K,0
22,Male,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
53,Male,HS-grad,9,Never-married,Private,Adm-clerical,35,<=50K,0
34,Male,Masters,14,Married,Private,Exec-managerial,40,>50K,1
48,Male,Bachelors,13,Married,Private,Prof-specialty,40,>50K,1
20,Female,Some-college,10,Never-married,Private,Sales,30,<=50K,0
63,Female,10th,6,Widowed,Private,Machine-op-inspct,20,<=50K,0
36,Female,Bachelors,13,Never-married,Private,Sales,20,<=50K,0
24,Male,5th-6th,3,Never-married,Private,Handlers-cleaners,40,<=50K,0
37,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
48,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
21,Female,HS-grad,9,Never-married,Private,Adm-clerical,45,<=50K,0
39,Male,Bachelors,13,Married,Private,Transport-moving,50,>50K,1
31,Female,Some-college,10,Never-married,Private,Adm-clerical,36,<=50K,0
49,Male,Some-college,10,Married,Self-emp,Craft-repair,56,>50K,1
34,Female,Assoc-acdm,12,Never-married,Private,Adm-clerical,35,<=50K,0
18,Female,HS-grad,9,Never-married,Private,Sales,24,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,60,<=50K,0
40,Male,Prof-school,15,Married,Private,Exec-managerial,50,>50K,1
48,Male,Some-college,10,Married,Federal-gov,Craft-repair,40,>50K,1
34,Male,HS-grad,9,Never-married,Local-gov,Farming-fishing,60,<=50K,0
36,Female,Some-college,10,Divorced,State-gov,Exec-managerial,39,<=50K,0
63,Male,Masters,14,Divorced,Self-emp,Prof-specialty,70,>50K,1
33,Female,HS-grad,9,Never-married,State-gov,Adm-clerical,40,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
63,Female,Assoc-voc,11,Divorced,Private,Exec-managerial,24,<=50K,0
21,Female,Some-college,10,Never-married,Private,Sales,20,<=50K,0
26,Female,Bachelors,13,Never-married,Private,Sales,45,<=50K,0
33,Male,HS-grad,9,Never-married,Private,Sales,50,<=50K,0
46,Male,HS-grad,9,Married,Private,Prof-specialty,40,<=50K,0
30,Female,Bachelors,13,Never-married,Private,Tech-support,40,<=50K,0
35,Male,Some-college,10,Married,Private,Exec-managerial,40,>50K,1
56,Male,Bachelors,13,Married,Private,Machine-op-inspct,40,<=50K,0
30,Female,HS-grad,9,Divorced,Private,Adm-clerical,40,<=50K,0
21,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
29,Male,HS-grad,9,Never-married,Private,Exec-managerial,50,<=50K,0
19,Male,7th-8th,4,Never-married,Private,Adm-clerical,80,<=50K,0
37,Male,HS-grad,9,Married,Private,Craft-repair,45,>50K,1
21,Male,Assoc-voc,11,Never-married,Private,Protective-serv,40,<=50K,0
44,Female,Some-college,10,Widowed,Private,Tech-support,38,<=50K,0
55,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
26,Male,Masters,14,Never-married,Private,Exec-managerial,38,<=50K,0
43,Female,Assoc-acdm,12,Divorced,Private,Prof-specialty,40,<=50K,0
43,Female,HS-grad,9,Divorced,Private,Other-service,35,<=50K,0
44,Male,10th,6,Married,Private,Transport-moving,40,<=50K,0
72,Male,Prof-school,15,Married,Self-emp,Prof-specialty,28,>50K,1
37,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
25,Male,5th-6th,3,Never-married,Private,Machine-op-inspct,40,<=50K,0
47,Male,Prof-school,15,Married,Private,Prof-specialty,50,>50K,1
21,Female,Some-college,10,Never-married,Private,Adm-clerical,20,<=50K,0
53,Male,Masters,14,Married,Private,Exec-managerial,40,>50K,1
65,Male,Bachelors,13,Married,Self-emp,Exec-managerial,35,>50K,1
41,Male,Bachelors,13,Married,Private,Craft-repair,50,>50K,1
57,Female,Some-college,10,Widowed,Private,Other-service,40,<=50K,0
24,Male,Some-college,10,Never-married,Private,Transport-moving,40,<=50K,0
40,Female,Prof-school,15,Married,Private,Prof-specialty,40,<=50K,0
33,Male,Some-college,10,Married,Private,Craft-repair,40,>50K,1
23,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
49,Female,Bachelors,13,Never-married,Private,Exec-managerial,56,>50K,1
53,Male,Masters,14,Married,Private,Exec-managerial,48,>50K,1
24,Female,12th,8,Never-married,Private,Other-service,38,<=50K,0
48,Female,Some-college,10,Divorced,Private,Prof-specialty,40,<=50K,0
39,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
27,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
36,Female,HS-grad,9,Separated,Private,Other-service,30,<=50K,0
47,Male,Bachelors,13,Married,Private,Craft-repair,50,>50K,1
27,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
27,Male,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
23,Male,Some-college,10,Never-married,Local-gov,Protective-serv,40,<=50K,0
50,Male,Bachelors,13,Married,Private,Sales,40,>50K,1
26,Male,HS-grad,9,Never-married,Local-gov,Handlers-cleaners,30,<=50K,0
44,Male,Bachelors,13,Married,Self-emp,Sales,40,>50K,1
44,Male,Some-college,10,Married,Private,Tech-support,40,<=50K,0
25,Female,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
37,Male,HS-grad,9,Divorced,Private,Handlers-cleaners,40,<=50K,0
37,Male,Assoc-acdm,12,Married,Self-emp,Sales,68,<=50K,0
30,Female,Bachelors,13,Never-married,Private,Exec-managerial,35,<=50K,0
43,Male,Bachelors,13,Married,Private,Tech-support,24,>50K,1
50,Female,Masters,14,Divorced,Private,Sales,45,<=50K,0
29,Male,HS-grad,9,Never-married,Self-emp,Farming-fishing,65,<=50K,0
33,Male,Some-college,10,Never-married,Private,Handlers-cleaners,24,<=50K,0
39,Male,Some-college,10,Married,Federal-gov,Handlers-cleaners,60,>50K,1
21,Male,Some-college,10,Never-married,State-gov,Craft-repair,35,<=50K,0
41,Male,Some-college,10,Married,Federal-gov,Prof-specialty,44,>50K,1
35,Male,Bachelors,13,Married,Private,Adm-clerical,40,>50K,1
29,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
48,Male,Bachelors,13,Married,Private,Exec-managerial,55,>50K,1
28,Male,5th-6th,3,Never-married,Private,Craft-repair,40,<=50K,0
24,Female,Some-college,10,Never-married,Private,Machine-op-inspct,45,<=50K,0
24,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
39,Male,Assoc-acdm,12,Separated,Private,Adm-clerical,40,<=50K,0
20,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
44,Male,HS-grad,9,Never-married,Private,Craft-repair,58,<=50K,0
37,Male,Bachelors,13,Married,Private,Sales,50,<=50K,0
55,Female,Some-college,10,Widowed,Private,Adm-clerical,40,<=50K,0
24,Female,Bachelors,13,Never-married,Private,Tech-support,50,<=50K,0
27,Female,HS-grad,9,Never-married,Private,Exec-managerial,50,<=50K,0
28,Male,Bachelors,13,Never-married,Private,Transport-moving,20,<=50K,0
31,Male,HS-grad,9,Never-married,Private,Prof-specialty,43,<=50K,0
40,Female,HS-grad,9,Never-married,Self-emp,Other-service,65,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,20,<=50K,0
19,Male,HS-grad,9,Never-married,Private,Other-service,25,<=50K,0
61,Male,Prof-school,15,Married,Private,Exec-managerial,20,<=50K,0
37,Male,HS-grad,9,Married,Private,Craft-repair,40,<=50K,0
30,Male,Bachelors,13,Married,Self-emp,Sales,50,<=50K,0
43,Male,Prof-school,15,Married,Self-emp,Exec-managerial,40,>50K,1
43,Male,Prof-school,15,Married,Federal-gov,Prof-specialty,50,>50K,1
40,Male,HS-grad,9,Never-married,Local-gov,Protective-serv,42,<=50K,0
51,Male,Bachelors,13,Married,Local-gov,Adm-clerical,40,>50K,1
23,Male,Some-college,10,Never-married,Private,Sales,25,<=50K,0
59,Female,HS-grad,9,Widowed,State-gov,Adm-clerical,40,<=50K,0
30,Male,Some-college,10,Never-married,Private,Prof-specialty,40,<=50K,0
65,Female,Masters,14,Married,Private,Adm-clerical,40,>50K,1
43,Male,Assoc-acdm,12,Married,Private,Handlers-cleaners,40,>50K,1
34,Male,Bachelors,13,Married,Local-gov,Exec-managerial,50,>50K,1
40,Male,HS-grad,9,Never-married,Local-gov,Other-service,40,<=50K,0
36,Male,Bachelors,13,Married,Private,Exec-managerial,40,<=50K,0
56,Male,Assoc-voc,11,Married,Private,Tech-support,40,>50K,1
38,Male,Bachelors,13,Married,Federal-gov,Prof-specialty,40,>50K,1
90,Male,Masters,14,Married,Local-gov,Exec-managerial,60,>50K,1
45,Male,Masters,14,Married,Private,Exec-managerial,50,>50K,1
40,Male,Masters,14,Married,Private,Prof-specialty,50,>50K,1
41,Female,Masters,14,Married,Private,Exec-managerial,40,>50K,1
29,Female,HS-grad,9,Divorced,Private,Other-service,36,<=50K,0
21,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
32,Male,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
45,Female,11th,7,Married-spouse-absent,Private,Machine-op-inspct,40,<=50K,0
27,Male,Some-college,10,Never-married,Private,Craft-repair,45,<=50K,0
40,Female,Doctorate,16,Married,Private,Prof-specialty,30,>50K,1
59,Male,11th,7,Married,Self-emp,Sales,70,>50K,1
45,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
21,Female,Some-college,10,Never-married,Private,Other-service,25,<=50K,0
56,Male,Some-college,10,Married,Local-gov,Protective-serv,40,<=50K,0
24,Male,HS-grad,9,Divorced,Private,Handlers-cleaners,30,<=50K,0
38,Male,Bachelors,13,Never-married,Private,Tech-support,40,<=50K,0
56,Female,Some-college,10,Never-married,Private,Adm-clerical,38,<=50K,0
21,Male,Some-college,10,Never-married,Private,Adm-clerical,20,<=50K,0
21,Male,9th,5,Never-married,Private,Other-service,40,<=50K,0
62,Male,HS-grad,9,Married,Self-emp,Other-service,20,<=50K,0
21,Female,Some-college,10,Never-married,Private,Sales,35,<=50K,0
35,Male,Prof-school,15,Married,Private,Prof-specialty,75,>50K,1
31,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
27,Male,HS-grad,9,Married,Private,Transport-moving,45,<=50K,0
44,Male,HS-grad,9,Divorced,Private,Transport-moving,40,<=50K,0
54,Male,Masters,14,Married,Private,Sales,40,<=50K,0
23,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
55,Female,HS-grad,9,Divorced,Local-gov,Adm-clerical,40,<=50K,0
56,Male,Bachelors,13,Married,Self-emp,Exec-managerial,60,<=50K,0
23,Male,12th,8,Never-married,Private,Sales,45,<=50K,0
30,Female,Masters,14,Married-spouse-absent,Private,Prof-specialty,40,<=50K,0
24,Male,Some-college,10,Never-married,Private,Transport-moving,40,<=50K,0
24,Female,Bachelors,13,Never-married,Private,Exec-managerial,50,<=50K,0
23,Male,Some-college,10,Never-married,Private,Sales,40,<=50K,0
41,Female,Bachelors,13,Divorced,Private,Tech-support,40,>50K,1
53,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
50,Male,Assoc-voc,11,Never-married,Self-emp,Other-service,50,<=50K,0
23,Female,Some-college,10,Never-married,Private,Exec-managerial,50,<=50K,0
44,Male,Masters,14,Married,Local-gov,Prof-specialty,35,<=50K,0
41,Male,Prof-school,15,Married,Self-emp,Prof-specialty,58,>50K,1
23,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,35,<=50K,0
45,Male,9th,5,Never-married,Private,Other-service,20,<=50K,0
36,Female,HS-grad,9,Separated,Private,Adm-clerical,37,<=50K,0
33,Female,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
34,Male,HS-grad,9,Never-married,Private,Farming-fishing,40,<=50K,0
20,Male,Some-college,10,Never-married,Private,Transport-moving,32,<=50K,0
56,Male,HS-grad,9,Married,Private,Transport-moving,48,>50K,1
36,Female,11th,7,Divorced,Private,Transport-moving,40,<=50K,0
24,Female,Masters,14,Never-married,State-gov,Prof-specialty,20,<=50K,0
31,Female,Bachelors,13,Married,Private,Prof-specialty,40,>50K,1
52,Male,5th-6th,3,Divorced,Private,Farming-fishing,40,<=50K,0
35,Female,HS-grad,9,Divorced,Private,Other-service,40,<=50K,0
41,Female,HS-grad,9,Never-married,Private,Craft-repair,35,<=50K,0
31,Male,Doctorate,16,Married,State-gov,Prof-specialty,70,>50K,1
44,Female,Prof-school,15,Separated,Local-gov,Prof-specialty,40,<=50K,0
49,Male,HS-grad,9,Married,Self-emp,Exec-managerial,50,<=50K,0
36,Male,HS-grad,9,Separated,Private,Transport-moving,60,<=50K,0
62,Male,Bachelors,13,Married,Private,Exec-managerial,40,<=50K,0
46,Female,Masters,14,Married,Local-gov,Prof-specialty,45,>50K,1
30,Male,Masters,14,Married,Private,Exec-managerial,50,>50K,1
19,Male,Some-college,10,Never-married,State-gov,Prof-specialty,25,<=50K,0
